FID	IID	Pop	#IID	PAT	MAT	SEX	SuperPop	Population
GIH002	NA20898	GIH						
GIH003	NA20909	GIH						
GIH003	NA20910	GIH	NA20910	0	0	2.0	SAS	GIH
NA20845	NA20845	GIH	NA20845	0	0	1.0	SAS	GIH
NA20846	NA20846	GIH	NA20846	0	0	1.0	SAS	GIH
NA20847	NA20847	GIH	NA20847	0	0	2.0	SAS	GIH
NA20849	NA20849	GIH	NA20849	0	0	2.0	SAS	GIH
NA20850	NA20850	GIH	NA20850	0	0	1.0	SAS	GIH
NA20851	NA20851	GIH	NA20851	0	0	2.0	SAS	GIH
NA20852	NA20852	GIH	NA20852	0	0	1.0	SAS	GIH
NA20853	NA20853	GIH	NA20853	0	0	2.0	SAS	GIH
NA20854	NA20854	GIH	NA20854	0	0	2.0	SAS	GIH
NA20856	NA20856	GIH	NA20856	0	0	2.0	SAS	GIH
NA20858	NA20858	GIH	NA20858	0	0	1.0	SAS	GIH
NA20859	NA20859	GIH	NA20859	0	0	2.0	SAS	GIH
NA20861	NA20861	GIH	NA20861	0	0	1.0	SAS	GIH
NA20862	NA20862	GIH	NA20862	0	0	2.0	SAS	GIH
NA20863	NA20863	GIH	NA20863	0	0	1.0	SAS	GIH
NA20864	NA20864	GIH	NA20864	0	0	1.0	SAS	GIH
NA20866	NA20866	GIH	NA20866	0	0	1.0	SAS	GIH
NA20867	NA20867	GIH	NA20867	0	0	1.0	SAS	GIH
NA20869	NA20869	GIH	NA20869	0	0	2.0	SAS	GIH
NA20870	NA20870	GIH	NA20870	0	0	1.0	SAS	GIH
NA20872	NA20872	GIH	NA20872	0	0	2.0	SAS	GIH
NA20873	NA20873	GIH						
NA20874	NA20874	GIH	NA20874	0	0	2.0	SAS	GIH
NA20875	NA20875	GIH	NA20875	0	0	2.0	SAS	GIH
NA20876	NA20876	GIH	NA20876	0	0	2.0	SAS	GIH
NA20877	NA20877	GIH	NA20877	0	0	2.0	SAS	GIH
NA20878	NA20878	GIH	NA20878	0	0	2.0	SAS	GIH
NA20879	NA20879	GIH						
NA20881	NA20881	GIH	NA20881	0	0	2.0	SAS	GIH
NA20882	NA20882	GIH	NA20882	0	0	2.0	SAS	GIH
NA20883	NA20883	GIH						
NA20884	NA20884	GIH	NA20884	0	0	1.0	SAS	GIH
NA20885	NA20885	GIH	NA20885	0	0	1.0	SAS	GIH
NA20887	NA20887	GIH	NA20887	0	0	1.0	SAS	GIH
NA20888	NA20888	GIH	NA20888	0	0	2.0	SAS	GIH
NA20889	NA20889	GIH	NA20889	0	0	1.0	SAS	GIH
NA20890	NA20890	GIH	NA20890	0	0	1.0	SAS	GIH
NA20891	NA20891	GIH	NA20891	0	0	1.0	SAS	GIH
NA20892	NA20892	GIH	NA20892	0	0	2.0	SAS	GIH
NA20893	NA20893	GIH						
NA20894	NA20894	GIH	NA20894	0	0	2.0	SAS	GIH
NA20895	NA20895	GIH	NA20895	0	0	1.0	SAS	GIH
NA20896	NA20896	GIH	NA20896	0	0	2.0	SAS	GIH
NA20897	NA20897	GIH	NA20897	0	0	1.0	SAS	GIH
NA20899	NA20899	GIH	NA20899	0	0	2.0	SAS	GIH
NA20900	NA20900	GIH	NA20900	NA20891	NA20882	2.0	SAS	GIH
NA20901	NA20901	GIH	NA20901	0	0	1.0	SAS	GIH
NA20902	NA20902	GIH	NA20902	0	0	2.0	SAS	GIH
NA20903	NA20903	GIH	NA20903	0	0	1.0	SAS	GIH
NA20904	NA20904	GIH	NA20904	0	0	1.0	SAS	GIH
NA20905	NA20905	GIH	NA20905	0	0	1.0	SAS	GIH
NA20906	NA20906	GIH	NA20906	0	0	2.0	SAS	GIH
NA20907	NA20907	GIH						
NA20908	NA20908	GIH	NA20908	0	0	2.0	SAS	GIH
NA20911	NA20911	GIH	NA20911	0	0	1.0	SAS	GIH
NA21086	NA21086	GIH	NA21086	0	0	2.0	SAS	GIH
NA21087	NA21087	GIH	NA21087	0	0	1.0	SAS	GIH
NA21088	NA21088	GIH	NA21088	0	0	2.0	SAS	GIH
NA21089	NA21089	GIH	NA21089	0	0	2.0	SAS	GIH
NA21090	NA21090	GIH	NA21090	0	0	1.0	SAS	GIH
NA21091	NA21091	GIH	NA21091	0	0	1.0	SAS	GIH
NA21092	NA21092	GIH	NA21092	0	0	1.0	SAS	GIH
NA21093	NA21093	GIH	NA21093	0	0	1.0	SAS	GIH
NA21094	NA21094	GIH	NA21094	0	0	1.0	SAS	GIH
NA21095	NA21095	GIH	NA21095	0	0	1.0	SAS	GIH
NA21097	NA21097	GIH	NA21097	0	0	2.0	SAS	GIH
NA21098	NA21098	GIH	NA21098	0	0	1.0	SAS	GIH
NA21099	NA21099	GIH	NA21099	0	0	1.0	SAS	GIH
NA21100	NA21100	GIH	NA21100	0	0	1.0	SAS	GIH
NA21101	NA21101	GIH	NA21101	0	0	2.0	SAS	GIH
NA21102	NA21102	GIH	NA21102	0	0	2.0	SAS	GIH
NA21103	NA21103	GIH	NA21103	0	0	2.0	SAS	GIH
NA21104	NA21104	GIH	NA21104	0	0	1.0	SAS	GIH
NA21105	NA21105	GIH	NA21105	0	0	1.0	SAS	GIH
NA21106	NA21106	GIH	NA21106	0	0	2.0	SAS	GIH
NA21107	NA21107	GIH	NA21107	0	0	1.0	SAS	GIH
NA21108	NA21108	GIH	NA21108	0	0	2.0	SAS	GIH
NA21109	NA21109	GIH	NA21109	0	0	1.0	SAS	GIH
NA21110	NA21110	GIH	NA21110	0	0	2.0	SAS	GIH
NA21111	NA21111	GIH	NA21111	0	0	1.0	SAS	GIH
NA21112	NA21112	GIH	NA21112	0	0	1.0	SAS	GIH
NA21113	NA21113	GIH	NA21113	0	0	1.0	SAS	GIH
NA21114	NA21114	GIH	NA21114	0	0	1.0	SAS	GIH
NA21115	NA21115	GIH	NA21115	0	0	1.0	SAS	GIH
NA21116	NA21116	GIH	NA21116	0	0	1.0	SAS	GIH
NA21117	NA21117	GIH	NA21117	0	0	1.0	SAS	GIH
NA21118	NA21118	GIH	NA21118	0	0	1.0	SAS	GIH
NA21119	NA21119	GIH	NA21119	0	0	1.0	SAS	GIH
NA21120	NA21120	GIH	NA21120	0	0	2.0	SAS	GIH
NA21121	NA21121	GIH						
NA21122	NA21122	GIH	NA21122	0	0	2.0	SAS	GIH
NA21123	NA21123	GIH	NA21123	0	0	1.0	SAS	GIH
NA21124	NA21124	GIH	NA21124	0	0	1.0	SAS	GIH
NA21125	NA21125	GIH	NA21125	0	0	2.0	SAS	GIH
NA21126	NA21126	GIH	NA21126	0	0	1.0	SAS	GIH
NA21127	NA21127	GIH	NA21127	0	0	1.0	SAS	GIH
NA21128	NA21128	GIH	NA21128	0	0	1.0	SAS	GIH
NA21129	NA21129	GIH	NA21129	0	0	1.0	SAS	GIH
NA21130	NA21130	GIH	NA21130	0	0	1.0	SAS	GIH
NA21133	NA21133	GIH	NA21133	0	0	1.0	SAS	GIH
NA21134	NA21134	GIH						
NA21135	NA21135	GIH	NA21135	0	0	1.0	SAS	GIH
NA21137	NA21137	GIH	NA21137	0	0	2.0	SAS	GIH
NA21141	NA21141	GIH	NA21141	0	0	2.0	SAS	GIH
NA21142	NA21142	GIH	NA21142	0	0	2.0	SAS	GIH
NA21143	NA21143	GIH	NA21143	0	0	2.0	SAS	GIH
NA21144	NA21144	GIH	NA21144	0	0	2.0	SAS	GIH
GB105	HG03024	GWD	HG03024	0	0	1.0	AFR	GWD
GB105	HG03025	GWD	HG03025	0	0	2.0	AFR	GWD
GB105	HG03026	GWD						
GB106	HG03027	GWD	HG03027	0	0	1.0	AFR	GWD
GB106	HG03028	GWD	HG03028	0	0	2.0	AFR	GWD
GB106	HG03029	GWD						
GB108	HG03033	GWD						
GB108	HG03034	GWD						
GB108	HG03035	GWD						
GB110	HG03039	GWD	HG03039	0	0	1.0	AFR	GWD
GB110	HG03040	GWD	HG03040	0	0	2.0	AFR	GWD
GB110	HG03041	GWD						
GB112	HG03045	GWD	HG03045	0	0	1.0	AFR	GWD
GB112	HG03046	GWD	HG03046	0	0	2.0	AFR	GWD
GB112	HG03047	GWD						
GB113	HG03048	GWD	HG03048	0	0	1.0	AFR	GWD
GB113	HG03049	GWD	HG03049	0	0	2.0	AFR	GWD
GB113	HG03050	GWD						
GB114	HG03240	GWD	HG03240	0	0	1.0	AFR	GWD
GB114	HG03241	GWD	HG03241	0	0	2.0	AFR	GWD
GB114	HG03242	GWD						
GB116	HG03246	GWD	HG03246	0	0	1.0	AFR	GWD
GB116	HG03247	GWD	HG03247	0	0	2.0	AFR	GWD
GB116	HG03248	GWD						
GB117	HG03249	GWD						
GB117	HG03250	GWD						
GB117	HG03251	GWD						
GB120	HG03258	GWD	HG03258	0	0	1.0	AFR	GWD
GB120	HG03259	GWD	HG03259	0	0	2.0	AFR	GWD
GB120	HG03260	GWD						
GB125	HG03538	GWD	HG03538	0	0	1.0	AFR	GWD
GB125	HG03539	GWD	HG03539	0	0	2.0	AFR	GWD
GB125	HG03540	GWD						
GB15	HG02461	GWD	HG02461	0	0	1.0	AFR	GWD
GB15	HG02462	GWD	HG02462	0	0	2.0	AFR	GWD
GB15	HG02463	GWD						
GB16	HG02464	GWD	HG02464	0	0	1.0	AFR	GWD
GB16	HG02465	GWD	HG02465	0	0	2.0	AFR	GWD
GB16	HG02466	GWD						
GB18	HG02561	GWD	HG02561	0	0	1.0	AFR	GWD
GB18	HG02562	GWD	HG02562	0	0	2.0	AFR	GWD
GB18	HG02563	GWD						
GB20	HG02567	GWD						
GB20	HG02568	GWD	HG02568	0	0	2.0	AFR	GWD
GB20	HG02569	GWD						
GB21	HG02570	GWD	HG02570	0	0	1.0	AFR	GWD
GB21	HG02571	GWD	HG02571	0	0	2.0	AFR	GWD
GB21	HG02572	GWD						
GB22	HG02573	GWD	HG02573	0	0	1.0	AFR	GWD
GB22	HG02574	GWD	HG02574	0	0	2.0	AFR	GWD
GB22	HG02575	GWD						
GB23	HG02582	GWD	HG02582	0	0	1.0	AFR	GWD
GB23	HG02583	GWD	HG02583	0	0	2.0	AFR	GWD
GB23	HG02584	GWD						
GB24	HG02585	GWD	HG02585	0	0	1.0	AFR	GWD
GB24	HG02586	GWD	HG02586	0	0	2.0	AFR	GWD
GB24	HG02587	GWD						
GB25	HG02588	GWD	HG02588	0	0	1.0	AFR	GWD
GB25	HG02589	GWD	HG02589	0	0	2.0	AFR	GWD
GB25	HG02590	GWD						
GB27	HG02594	GWD	HG02594	0	0	1.0	AFR	GWD
GB27	HG02595	GWD	HG02595	0	0	2.0	AFR	GWD
GB27	HG02596	GWD						
GB28	HG02610	GWD	HG02610	0	0	1.0	AFR	GWD
GB28	HG02611	GWD	HG02611	0	0	2.0	AFR	GWD
GB28	HG02612	GWD						
GB29	HG02613	GWD	HG02613	0	0	1.0	AFR	GWD
GB29	HG02614	GWD	HG02614	0	0	2.0	AFR	GWD
GB29	HG02615	GWD						
GB31	HG02620	GWD	HG02620	0	0	1.0	AFR	GWD
GB31	HG02621	GWD	HG02621	0	0	2.0	AFR	GWD
GB31	HG02622	GWD						
GB32	HG02623	GWD	HG02623	0	0	1.0	AFR	GWD
GB32	HG02624	GWD	HG02624	0	0	2.0	AFR	GWD
GB32	HG02625	GWD						
GB33	HG02628	GWD	HG02628	0	0	1.0	AFR	GWD
GB33	HG02629	GWD	HG02629	0	0	2.0	AFR	GWD
GB33	HG02630	GWD						
GB35	HG02634	GWD	HG02634	0	0	1.0	AFR	GWD
GB35	HG02635	GWD	HG02635	0	0	2.0	AFR	GWD
GB35	HG02636	GWD						
GB37	HG02642	GWD	HG02642	0	0	1.0	AFR	GWD
GB37	HG02643	GWD	HG02643	0	0	2.0	AFR	GWD
GB37	HG02644	GWD						
GB38	HG02645	GWD	HG02645	0	0	1.0	AFR	GWD
GB38	HG02646	GWD	HG02646	0	0	2.0	AFR	GWD
GB38	HG02647	GWD						
GB40	HG02666	GWD	HG02666	0	0	1.0	AFR	GWD
GB40	HG02667	GWD	HG02667	0	0	2.0	AFR	GWD
GB40	HG02668	GWD						
GB43	HG02675	GWD	HG02675	0	0	1.0	AFR	GWD
GB43	HG02676	GWD	HG02676	0	0	2.0	AFR	GWD
GB43	HG02677	GWD						
GB44	HG02678	GWD	HG02678	0	0	1.0	AFR	GWD
GB44	HG02679	GWD	HG02679	0	0	2.0	AFR	GWD
GB44	HG02680	GWD						
GB45	HG02702	GWD	HG02702	0	0	1.0	AFR	GWD
GB45	HG02703	GWD	HG02703	0	0	2.0	AFR	GWD
GB45	HG02704	GWD						
GB50	HG02715	GWD	HG02715	0	0	1.0	AFR	GWD
GB50	HG02716	GWD	HG02716	0	0	2.0	AFR	GWD
GB50	HG02717	GWD						
GB52	HG02721	GWD	HG02721	0	0	1.0	AFR	GWD
GB52	HG02722	GWD	HG02722	0	0	2.0	AFR	GWD
GB52	HG02723	GWD						
GB53	HG02756	GWD	HG02756	0	0	1.0	AFR	GWD
GB53	HG02757	GWD	HG02757	0	0	2.0	AFR	GWD
GB53	HG02758	GWD						
GB54	HG02759	GWD	HG02759	0	0	1.0	AFR	GWD
GB54	HG02760	GWD	HG02760	0	0	2.0	AFR	GWD
GB54	HG02761	GWD						
GB55	HG02762	GWD						
GB55	HG02763	GWD	HG02763	0	0	2.0	AFR	GWD
GB55	HG02764	GWD						
GB57	HG02768	GWD	HG02768	0	0	1.0	AFR	GWD
GB57	HG02769	GWD	HG02769	0	0	2.0	AFR	GWD
GB57	HG02770	GWD						
GB58	HG02771	GWD	HG02771	0	0	1.0	AFR	GWD
GB58	HG02772	GWD	HG02772	0	0	2.0	AFR	GWD
GB58	HG02773	GWD						
GB60	HG02798	GWD	HG02798	0	0	1.0	AFR	GWD
GB60	HG02799	GWD	HG02799	0	0	2.0	AFR	GWD
GB60	HG02800	GWD						
GB62	HG02804	GWD	HG02804	0	0	1.0	AFR	GWD
GB62	HG02805	GWD	HG02805	0	0	2.0	AFR	GWD
GB62	HG02806	GWD						
GB63	HG02807	GWD	HG02807	0	0	1.0	AFR	GWD
GB63	HG02808	GWD	HG02808	0	0	2.0	AFR	GWD
GB63	HG02809	GWD						
GB64	HG02810	GWD	HG02810	0	0	1.0	AFR	GWD
GB64	HG02811	GWD	HG02811	0	0	2.0	AFR	GWD
GB64	HG02812	GWD						
GB65	HG02813	GWD	HG02813	0	0	1.0	AFR	GWD
GB65	HG02814	GWD	HG02814	0	0	2.0	AFR	GWD
GB65	HG02815	GWD						
GB66	HG02816	GWD	HG02816	0	0	1.0	AFR	GWD
GB66	HG02817	GWD	HG02817	0	0	2.0	AFR	GWD
GB66	HG02818	GWD						
GB67	HG02819	GWD	HG02819	0	0	1.0	AFR	GWD
GB67	HG02820	GWD	HG02820	0	0	2.0	AFR	GWD
GB67	HG02821	GWD						
GB73	HG02836	GWD	HG02836	0	0	1.0	AFR	GWD
GB73	HG02837	GWD	HG02837	0	0	2.0	AFR	GWD
GB73	HG02838	GWD						
GB74	HG02839	GWD	HG02839	0	0	1.0	AFR	GWD
GB74	HG02840	GWD	HG02840	0	0	2.0	AFR	GWD
GB74	HG02841	GWD						
GB78	HG02851	GWD	HG02851	0	0	1.0	AFR	GWD
GB78	HG02852	GWD	HG02852	0	0	2.0	AFR	GWD
GB78	HG02853	GWD						
GB79	HG02854	GWD	HG02854	0	0	1.0	AFR	GWD
GB79	HG02855	GWD	HG02855	0	0	2.0	AFR	GWD
GB79	HG02856	GWD						
GB81	HG02860	GWD	HG02860	0	0	1.0	AFR	GWD
GB81	HG02861	GWD	HG02861	0	0	2.0	AFR	GWD
GB81	HG02862	GWD						
GB84	HG02869	GWD						
GB84	HG02870	GWD	HG02870	0	0	2.0	AFR	GWD
GB84	HG02871	GWD						
GB87	HG02878	GWD	HG02878	0	0	1.0	AFR	GWD
GB87	HG02879	GWD	HG02879	0	0	2.0	AFR	GWD
GB87	HG02880	GWD						
GB88	HG02881	GWD	HG02881	0	0	1.0	AFR	GWD
GB88	HG02882	GWD	HG02882	0	0	2.0	AFR	GWD
GB88	HG02883	GWD						
GB89	HG02884	GWD	HG02884	0	0	1.0	AFR	GWD
GB89	HG02885	GWD	HG02885	0	0	2.0	AFR	GWD
GB89	HG02886	GWD						
GB90	HG02887	GWD	HG02887	0	0	1.0	AFR	GWD
GB90	HG02888	GWD	HG02888	0	0	2.0	AFR	GWD
GB90	HG02889	GWD						
GB91	HG02890	GWD	HG02890	0	0	1.0	AFR	GWD
GB91	HG02891	GWD	HG02891	0	0	2.0	AFR	GWD
GB91	HG02892	GWD						
GB93	HG02895	GWD	HG02895	0	0	1.0	AFR	GWD
GB93	HG02896	GWD	HG02896	0	0	2.0	AFR	GWD
GB93	HG02897	GWD						
GB97	HG02982	GWD	HG02982	0	0	1.0	AFR	GWD
GB97	HG02983	GWD	HG02983	0	0	2.0	AFR	GWD
GB97	HG02984	GWD						
IBS001	HG01500	IBS	HG01500	0	0	1.0	EUR	IBS
IBS001	HG01501	IBS	HG01501	0	0	2.0	EUR	IBS
IBS001	HG01502	IBS						
IBS002	HG01503	IBS	HG01503	0	0	1.0	EUR	IBS
IBS002	HG01504	IBS	HG01504	0	0	2.0	EUR	IBS
IBS002	HG01505	IBS						
IBS003	HG01506	IBS	HG01506	0	0	1.0	EUR	IBS
IBS003	HG01507	IBS	HG01507	0	0	2.0	EUR	IBS
IBS003	HG01508	IBS						
IBS004	HG01509	IBS	HG01509	0	0	1.0	EUR	IBS
IBS004	HG01510	IBS	HG01510	0	0	2.0	EUR	IBS
IBS004	HG01511	IBS						
IBS005	HG01512	IBS	HG01512	0	0	1.0	EUR	IBS
IBS005	HG01513	IBS	HG01513	0	0	2.0	EUR	IBS
IBS005	HG01514	IBS						
IBS006	HG01515	IBS	HG01515	0	0	1.0	EUR	IBS
IBS006	HG01516	IBS	HG01516	0	0	2.0	EUR	IBS
IBS006	HG01517	IBS						
IBS007	HG01518	IBS	HG01518	0	0	1.0	EUR	IBS
IBS007	HG01519	IBS	HG01519	0	0	2.0	EUR	IBS
IBS007	HG01520	IBS						
IBS008	HG01521	IBS	HG01521	0	0	1.0	EUR	IBS
IBS008	HG01522	IBS	HG01522	0	0	2.0	EUR	IBS
IBS008	HG01523	IBS						
IBS009	HG01524	IBS	HG01524	0	0	1.0	EUR	IBS
IBS009	HG01525	IBS	HG01525	0	0	2.0	EUR	IBS
IBS009	HG01526	IBS						
IBS010	HG01527	IBS	HG01527	0	0	1.0	EUR	IBS
IBS010	HG01528	IBS	HG01528	0	0	2.0	EUR	IBS
IBS010	HG01529	IBS						
IBS011	HG01530	IBS	HG01530	0	0	1.0	EUR	IBS
IBS011	HG01531	IBS	HG01531	0	0	2.0	EUR	IBS
IBS011	HG01532	IBS						
IBS013	HG01536	IBS	HG01536	0	0	1.0	EUR	IBS
IBS013	HG01537	IBS	HG01537	0	0	2.0	EUR	IBS
IBS013	HG01538	IBS						
IBS014	HG01631	IBS	HG01631	0	0	1.0	EUR	IBS
IBS014	HG01632	IBS	HG01632	0	0	2.0	EUR	IBS
IBS014	HG01633	IBS						
IBS015	HG01628	IBS	HG01628	0	0	2.0	EUR	IBS
IBS015	HG01629	IBS						
IBS015	HG01630	IBS	HG01630	0	0	1.0	EUR	IBS
IBS016	HG01625	IBS	HG01625	0	0	1.0	EUR	IBS
IBS016	HG01626	IBS	HG01626	0	0	2.0	EUR	IBS
IBS016	HG01627	IBS						
IBS017	HG01622	IBS						
IBS017	HG01623	IBS	HG01623	0	0	2.0	EUR	IBS
IBS017	HG01624	IBS	HG01624	0	0	1.0	EUR	IBS
IBS018	HG01619	IBS	HG01619	0	0	1.0	EUR	IBS
IBS018	HG01620	IBS	HG01620	0	0	2.0	EUR	IBS
IBS018	HG01621	IBS						
IBS019	HG01616	IBS						
IBS019	HG01617	IBS	HG01617	0	0	1.0	EUR	IBS
IBS019	HG01618	IBS	HG01618	0	0	2.0	EUR	IBS
IBS020	HG01613	IBS	HG01613	0	0	2.0	EUR	IBS
IBS020	HG01614	IBS						
IBS020	HG01615	IBS	HG01615	0	0	1.0	EUR	IBS
IBS021	HG01610	IBS	HG01610	0	0	1.0	EUR	IBS
IBS021	HG01611	IBS						
IBS021	HG01612	IBS	HG01612	0	0	2.0	EUR	IBS
IBS022	HG01607	IBS	HG01607	0	0	2.0	EUR	IBS
IBS022	HG01608	IBS	HG01608	0	0	1.0	EUR	IBS
IBS022	HG01609	IBS						
IBS023	HG01604	IBS						
IBS023	HG01605	IBS	HG01605	0	0	2.0	EUR	IBS
IBS023	HG01606	IBS	HG01606	0	0	1.0	EUR	IBS
IBS024	HG01601	IBS						
IBS024	HG01602	IBS	HG01602	0	0	2.0	EUR	IBS
IBS024	HG01603	IBS	HG01603	0	0	1.0	EUR	IBS
IBS025	HG01667	IBS						
IBS025	HG01668	IBS	HG01668	0	0	2.0	EUR	IBS
IBS025	HG01669	IBS	HG01669	0	0	1.0	EUR	IBS
IBS026	HG01670	IBS	HG01670	0	0	2.0	EUR	IBS
IBS026	HG01671	IBS						
IBS026	HG01672	IBS	HG01672	0	0	1.0	EUR	IBS
IBS027	HG01673	IBS	HG01673	0	0	2.0	EUR	IBS
IBS027	HG01674	IBS						
IBS027	HG01675	IBS	HG01675	0	0	1.0	EUR	IBS
IBS028	HG01676	IBS	HG01676	0	0	2.0	EUR	IBS
IBS028	HG01677	IBS						
IBS028	HG01678	IBS	HG01678	0	0	1.0	EUR	IBS
IBS029	HG01679	IBS	HG01679	0	0	2.0	EUR	IBS
IBS029	HG01680	IBS	HG01680	0	0	1.0	EUR	IBS
IBS029	HG01681	IBS						
IBS030	HG01682	IBS	HG01682	0	0	1.0	EUR	IBS
IBS030	HG01683	IBS						
IBS030	HG01684	IBS	HG01684	0	0	2.0	EUR	IBS
IBS031	HG01685	IBS	HG01685	0	0	2.0	EUR	IBS
IBS031	HG01686	IBS	HG01686	0	0	1.0	EUR	IBS
IBS031	HG01687	IBS						
IBS034	HG01694	IBS	HG01694	0	0	1.0	EUR	IBS
IBS034	HG01695	IBS	HG01695	0	0	2.0	EUR	IBS
IBS034	HG01696	IBS						
IBS035	HG01697	IBS	HG01697	0	0	2.0	EUR	IBS
IBS035	HG01698	IBS						
IBS035	HG01699	IBS	HG01699	0	0	1.0	EUR	IBS
IBS036	HG01700	IBS	HG01700	0	0	1.0	EUR	IBS
IBS036	HG01701	IBS						
IBS036	HG01702	IBS	HG01702	0	0	2.0	EUR	IBS
IBS037	HG01703	IBS						
IBS037	HG01704	IBS	HG01704	0	0	2.0	EUR	IBS
IBS037	HG01705	IBS	HG01705	0	0	1.0	EUR	IBS
IBS038	HG01706	IBS						
IBS038	HG01707	IBS	HG01707	0	0	2.0	EUR	IBS
IBS038	HG01708	IBS	HG01708	0	0	1.0	EUR	IBS
IBS039	HG01709	IBS	HG01709	0	0	1.0	EUR	IBS
IBS039	HG01710	IBS	HG01710	0	0	2.0	EUR	IBS
IBS039	HG01711	IBS						
IBS041	HG01746	IBS	HG01746	0	0	2.0	EUR	IBS
IBS041	HG01747	IBS	HG01747	0	0	1.0	EUR	IBS
IBS041	HG01748	IBS						
IBS044	HG01755	IBS						
IBS044	HG01756	IBS	HG01756	0	0	1.0	EUR	IBS
IBS044	HG01757	IBS	HG01757	0	0	2.0	EUR	IBS
IBS046	HG01761	IBS	HG01761	0	0	1.0	EUR	IBS
IBS046	HG01762	IBS	HG01762	0	0	2.0	EUR	IBS
IBS046	HG01763	IBS						
IBS047	HG01764	IBS						
IBS047	HG01765	IBS	HG01765	0	0	1.0	EUR	IBS
IBS047	HG01766	IBS	HG01766	0	0	2.0	EUR	IBS
IBS048	HG01767	IBS	HG01767	0	0	1.0	EUR	IBS
IBS048	HG01768	IBS	HG01768	0	0	2.0	EUR	IBS
IBS048	HG01769	IBS						
IBS049	HG01770	IBS	HG01770	0	0	2.0	EUR	IBS
IBS049	HG01771	IBS	HG01771	0	0	1.0	EUR	IBS
IBS049	HG01772	IBS						
IBS050	HG01773	IBS	HG01773	0	0	2.0	EUR	IBS
IBS050	HG01774	IBS						
IBS050	HG01775	IBS	HG01775	0	0	1.0	EUR	IBS
IBS051	HG01776	IBS	HG01776	0	0	2.0	EUR	IBS
IBS051	HG01777	IBS	HG01777	0	0	1.0	EUR	IBS
IBS051	HG01778	IBS						
IBS052	HG01779	IBS	HG01779	0	0	2.0	EUR	IBS
IBS052	HG01780	IBS						
IBS052	HG01781	IBS	HG01781	0	0	1.0	EUR	IBS
IBS053	HG01782	IBS						
IBS053	HG01783	IBS	HG01783	0	0	1.0	EUR	IBS
IBS053	HG01784	IBS	HG01784	0	0	2.0	EUR	IBS
IBS054	HG01785	IBS	HG01785	0	0	1.0	EUR	IBS
IBS054	HG01786	IBS	HG01786	0	0	2.0	EUR	IBS
IBS054	HG01787	IBS						
IBS055	HG02217	IBS						
IBS055	HG02218	IBS						
IBS055	HG02219	IBS	HG02219	0	0	1.0	EUR	IBS
IBS056	HG02220	IBS	HG02220	0	0	2.0	EUR	IBS
IBS056	HG02221	IBS	HG02221	0	0	1.0	EUR	IBS
IBS056	HG02222	IBS						
IBS057	HG02223	IBS	HG02223	0	0	2.0	EUR	IBS
IBS057	HG02224	IBS	HG02224	0	0	1.0	EUR	IBS
IBS057	HG02225	IBS						
IBS059	HG02229	IBS						
IBS059	HG02230	IBS	HG02230	0	0	2.0	EUR	IBS
IBS059	HG02231	IBS	HG02231	0	0	1.0	EUR	IBS
IBS060	HG02232	IBS	HG02232	0	0	2.0	EUR	IBS
IBS060	HG02233	IBS	HG02233	0	0	1.0	EUR	IBS
IBS060	HG02234	IBS						
IBS061	HG02235	IBS	HG02235	0	0	2.0	EUR	IBS
IBS061	HG02236	IBS	HG02236	0	0	1.0	EUR	IBS
IBS061	HG02237	IBS						
IBS062	HG02238	IBS	HG02238	0	0	1.0	EUR	IBS
IBS062	HG02239	IBS	HG02239	0	0	2.0	EUR	IBS
IBS062	HG02240	IBS						
HG03871	HG03871	ITU	HG03871	0	0	1.0	SAS	ITU
HG04206	HG04206	ITU	HG04206	0	0	1.0	SAS	ITU
HG04239	HG04239	ITU	HG04239	0	0	1.0	SAS	ITU
IT001	HG03713	ITU	HG03713	0	0	1.0	SAS	ITU
IT001	HG03715	ITU						
IT002	HG03719	ITU						
IT002	HG03722	ITU	HG03722	0	0	2.0	SAS	ITU
IT002	HG03725	ITU						
IT003	HG03721	ITU						
IT003	HG03727	ITU	HG03727	0	0	1.0	SAS	ITU
IT003	HG03732	ITU						
IT004	HG03772	ITU	HG03772	0	0	2.0	SAS	ITU
IT004	HG03773	ITU	HG03773	0	0	1.0	SAS	ITU
IT006	HG03874	ITU	HG03874	0	0	2.0	SAS	ITU
IT006	HG03876	ITU						
IT006	HG03879	ITU						
IT007	HG04018	ITU	HG04018	0	0	2.0	SAS	ITU
IT009	HG03714	ITU	HG03714	0	0	2.0	SAS	ITU
IT009	HG03716	ITU	HG03716	0	0	1.0	SAS	ITU
IT010	HG03717	ITU	HG03717	0	0	2.0	SAS	ITU
IT010	HG03718	ITU	HG03718	0	0	1.0	SAS	ITU
IT011	HG03730	ITU	HG03730	0	0	2.0	SAS	ITU
IT012	HG03723	ITU						
IT013	HG03729	ITU	HG03729	0	0	1.0	SAS	ITU
IT013	HG03731	ITU	HG03731	0	0	2.0	SAS	ITU
IT015	HG03742	ITU	HG03742	0	0	1.0	SAS	ITU
IT016	HG03770	ITU	HG03770	0	0	2.0	SAS	ITU
IT016	HG03771	ITU	HG03771	0	0	1.0	SAS	ITU
IT018	HG03781	ITU	HG03781	0	0	2.0	SAS	ITU
IT019	HG03779	ITU	HG03779	0	0	1.0	SAS	ITU
IT020	HG03774	ITU	HG03774	0	0	2.0	SAS	ITU
IT020	HG03775	ITU	HG03775	0	0	1.0	SAS	ITU
